Sr.No,Round,Institute,Program,Stream,Quota,Category,Seat Gender,Opening Rank,Closing Rank,Remark
3084,Round 1,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,809944.0,897928.0,&nbsp;
3085,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,434132.0,468103.0,&nbsp;
3086,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,213727.0,228562.0,&nbsp;
3087,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,150427.0,358577.0,&nbsp;
3088,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Mechanical Engineering,B.Tech,Home State,BC(Girl),Female Seats,692380.0,692380.0,&nbsp;
3089,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,339050.0,599890.0,&nbsp;
3090,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,544053.0,586607.0,&nbsp;
3091,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,375644.0,375644.0,&nbsp;
3092,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,267682.0,664604.0,&nbsp;
3093,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,733688.0,733688.0,&nbsp;
3094,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,111709.0,182529.0,&nbsp;
3095,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,122584.0,294650.0,&nbsp;
3096,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,501449.0,576580.0,&nbsp;
3097,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,441355.0,441355.0,&nbsp;
3098,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Computer Science &amp; Engineering (Cyber Security) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,245185.0,269018.0,&nbsp;
3099,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,208621.0,1272653.0,&nbsp;
3100,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,407397.0,508435.0,&nbsp;
3101,Round 1,"Bundelkhand University, Jhansi",Mechanical Engineering,B.Tech,Home State,SC(Girl),Female Seats,563702.0,563702.0,&nbsp;
3102,Round 1,"Bundelkhand University, Jhansi",Electronics &amp; Instrumentation Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,313126.0,384308.0,&nbsp;
3103,Round 1,"MARATHWADA INSTT. OF TECHNOLOGY, BULANDSHAHAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,911050.0,911050.0,&nbsp;
3104,Round 1,"HINDUSTAN COLLEGE OF SCIENCE &amp; TECHNOLOGY,MATHURA",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,286163.0,1321920.0,&nbsp;
3105,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,565111.0,937932.0,&nbsp;
3106,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,1017504.0,1196794.0,&nbsp;
3107,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Computer Science &amp; Engineering (Cyber Security),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,857909.0,1117533.0,&nbsp;
3108,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,315157.0,507720.0,&nbsp;
3109,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,822068.0,822068.0,&nbsp;
3110,Round 1,"PRASAD INSTITUTE OF TECHNOLOGY,JAUNPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1099298.0,1414369.0,&nbsp;
3111,Round 1,"RAMESHWARAM INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1291967.0,1349392.0,&nbsp;
3112,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,82411.0,313953.0,&nbsp;
3113,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,570410.0,627430.0,&nbsp;
3114,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,337581.0,489842.0,&nbsp;
3115,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,861684.0,1126375.0,&nbsp;
3116,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,598889.0,640416.0,&nbsp;
3117,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,525662.0,632469.0,&nbsp;
3118,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,559060.0,849313.0,&nbsp;
3119,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,577785.0,673108.0,&nbsp;
3120,Round 1,"GOEL INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,967083.0,1375783.0,&nbsp;
3121,Round 1,"SHRI RAMMURTI SMARAK COLLEGE OF ENGG AND TECHNOLOGY,BAREILLY",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,380686.0,489362.0,&nbsp;
3122,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC(AF),Both Male and Female Seats,491172.0,1079835.0,&nbsp;
3123,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,269266.0,301780.0,&nbsp;
3124,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,181461.0,227719.0,&nbsp;
3125,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,84816.0,95597.0,&nbsp;
3126,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,272165.0,423501.0,&nbsp;
3127,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,147846.0,169212.0,&nbsp;
3128,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,67628.0,201207.0,&nbsp;
3129,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,772567.0,772567.0,&nbsp;
3130,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,BC(AF),Both Male and Female Seats,877551.0,877551.0,&nbsp;
3131,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC,Both Male and Female Seats,223875.0,285669.0,&nbsp;
3132,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,280684.0,335985.0,&nbsp;
3133,Round 1,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Artificial Inelligence (AI) And Data Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,561021.0,561021.0,&nbsp;
3134,Round 1,"VEER KUNWAR INSTITUTE OF TECHNOLOGY,BIJNAUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,576294.0,718225.0,&nbsp;
3135,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,416384.0,537221.0,&nbsp;
3136,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,239339.0,258154.0,&nbsp;
3137,Round 1,"RAMESHWARAM INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1248075.0,1366755.0,&nbsp;
3138,Round 1,"INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,500725.0,863312.0,&nbsp;
3139,Round 1,"INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,LUCKNOW",Automobile Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,692108.0,988679.0,&nbsp;
3140,Round 1,"MAHATAMA GANDHI MISSION COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,250767.0,1233154.0,&nbsp;
3141,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,242006.0,278998.0,&nbsp;
3142,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,344871.0,362857.0,&nbsp;
3143,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,105127.0,138039.0,&nbsp;
3144,Round 1,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,905502.0,1270525.0,&nbsp;
3145,Round 1,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1056990.0,1253936.0,&nbsp;
3146,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,152346.0,430980.0,&nbsp;
3147,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,224673.0,298345.0,&nbsp;
3148,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,410691.0,446337.0,&nbsp;
3149,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,523756.0,523756.0,&nbsp;
3150,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Automotion &amp; Robotics,B.Tech,Home State,OPEN(GIRL),Female Seats,559582.0,723797.0,&nbsp;
3151,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,893230.0,893230.0,&nbsp;
3152,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,250538.0,256216.0,&nbsp;
3153,Round 1,"I.E.C. COLLEGE OF ENGINEERING &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1230507.0,1230507.0,&nbsp;
3154,Round 1,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,185467.0,465737.0,&nbsp;
3155,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,422685.0,422685.0,&nbsp;
3156,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,986470.0,986470.0,&nbsp;
3157,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(AF),Both Male and Female Seats,618276.0,618276.0,&nbsp;
3158,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,307707.0,340312.0,&nbsp;
3159,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,1106915.0,1106915.0,&nbsp;
3160,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,239481.0,334402.0,&nbsp;
3161,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,85951.0,95051.0,&nbsp;
3162,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,BC(AF),Both Male and Female Seats,233326.0,233326.0,&nbsp;
3163,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,EWS(GL),Female Seats,175090.0,175090.0,&nbsp;
3164,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,B.Tech,Home State,BC(Girl),Female Seats,716695.0,808447.0,&nbsp;
3165,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,B.Tech,Home State,SC(Girl),Female Seats,642968.0,642968.0,&nbsp;
3166,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Man Made Fibre Technology,B.Tech,All India,OPEN,Both Male and Female Seats,296551.0,688333.0,&nbsp;
3167,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,796602.0,1045834.0,&nbsp;
3168,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,567056.0,954870.0,&nbsp;
3169,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,194691.0,329406.0,&nbsp;
3170,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,112657.0,143660.0,&nbsp;
3171,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,103345.0,106913.0,&nbsp;
3172,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,97303.0,108272.0,&nbsp;
3173,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,425102.0,473270.0,&nbsp;
3174,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,154075.0,261275.0,&nbsp;
3175,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,1254558.0,1318598.0,&nbsp;
3176,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1338639.0,1369505.0,&nbsp;
3177,Round 1,"DR. K.N. MODI INSTITUTE OF ENGG. &amp; TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,526700.0,812297.0,&nbsp;
3178,Round 1,"DR. K.N. MODI INSTITUTE OF ENGG. &amp; TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,1084142.0,1084142.0,&nbsp;
3179,Round 1,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Electrical &amp; Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,848597.0,1186600.0,&nbsp;
3180,Round 1,"KRISHNA INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,581154.0,581154.0,&nbsp;
3181,Round 1,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,637034.0,1412249.0,&nbsp;
3182,Round 1,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1277519.0,1372553.0,&nbsp;
3183,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,337001.0,402623.0,&nbsp;
3184,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,675365.0,855812.0,&nbsp;
3185,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,ST,Both Male and Female Seats,806046.0,806046.0,&nbsp;
3186,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Mechanical Engineering,B.Tech,Home State,SC(Girl),Female Seats,653378.0,919504.0,&nbsp;
3187,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,380919.0,521510.0,&nbsp;
3188,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,803823.0,1367967.0,&nbsp;
3189,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,81401.0,406057.0,&nbsp;
3190,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,406462.0,588175.0,&nbsp;
3191,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,117058.0,376491.0,&nbsp;
3192,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,672675.0,901101.0,&nbsp;
3193,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,556167.0,755659.0,&nbsp;
3194,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science,B.Tech,Home State,SC,Both Male and Female Seats,821666.0,993667.0,&nbsp;
3195,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,250194.0,549261.0,&nbsp;
3196,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,626720.0,721316.0,&nbsp;
3197,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,631143.0,736368.0,&nbsp;
3198,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,225096.0,291719.0,&nbsp;
3199,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,BC(Girl),Female Seats,398082.0,398082.0,&nbsp;
3200,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,231038.0,263385.0,&nbsp;
3201,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,BC(AF),Both Male and Female Seats,435311.0,435311.0,&nbsp;
3202,Round 1,"ALIGARH COLLEGE OF ENGG. &amp; TECH,ALIGARH",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,259294.0,580043.0,&nbsp;
3203,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Design,B.Tech,All India,OPEN,Both Male and Female Seats,258703.0,1208150.0,&nbsp;
3204,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,472594.0,940475.0,&nbsp;
3205,Round 1,"MG INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1281317.0,1395855.0,&nbsp;
3206,Round 1,"AXIS INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,1219644.0,1336115.0,&nbsp;
3207,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,256682.0,280602.0,&nbsp;
3208,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,159615.0,159615.0,&nbsp;
